chr,chromStart,chromEnd,name,score,strand,thickStart,thickEnd,itemRgb,blockCount,blockSizes,blockStarts,geneID,ReadsCount.input,ReadsCount.IP,log2FoldChange,pvalue,padj
chr1,118045503,118065882,peak_7107,459.0572993,+,118045503,118065882,0,2,"89,436","0,19943",MAN1A2,175,2448,3.762425011,9.59E-140,6.46E-139
chr1,118065907,118066157,peak_7108,72.10758585,+,118065907,118066157,0,1,250,0,MAN1A2,52,433,3.136563037,1.17E-22,1.97E-22
chr9,140002089,140003639,peak_7109,993.42144,+,140002089,140003639,0,2,"25,800","0,750",MAN1B1,922,8832,2.778320427,4.75E-301,8.92E-300
chr5,109202801,109202851,peak_7110,25.50296628,+,109202801,109202851,0,1,50,0,MAN2A1,33,160,2.319803954,2.00E-08,2.10E-08
chr15,91462871,91463346,peak_7111,273.3475934,+,91462871,91463346,0,1,475,0,MAN2A2,360,2411,2.485639499,1.25E-83,5.18E-83
chr4,6622996,6623721,peak_7112,236.2046411,+,6622996,6623721,0,1,725,0,MAN2B2,343,2189,2.484446118,2.15E-72,7.86E-72
chr4,6623946,6623996,peak_7113,33.74848763,+,6623946,6623996,0,1,50,0,MAN2B2,98,358,1.77475161,5.88E-11,6.93E-11
chr4,103552867,103555973,peak_7114,231.043525,-,103552867,103555973,0,2,"571,29","0,3077",MANBA,185,1528,2.953594666,7.84E-71,2.81E-70
chr6,96034310,96034835,peak_7115,214.6753047,+,96034310,96034835,0,1,525,0,MANEA,107,1163,3.449267949,7.06E-66,2.38E-65
chr6,96053787,96054262,peak_7116,113.1346274,+,96053787,96054262,0,1,475,0,MANEA,84,673,2.993184957,4.02E-35,8.77E-35
chr1,38262475,38265846,peak_7117,331.291813,+,38262475,38265846,0,2,"17,608","0,2763",MANEAL,227,2319,3.050290656,3.80E-101,1.87E-100
chr1,38265896,38266371,peak_7118,182.3478906,+,38265896,38266371,0,1,475,0,MANEAL,132,1272,2.986265094,4.30E-56,1.28E-55
chr3,51426339,51426764,peak_7119,466.0961042,+,51426339,51426764,0,1,425,0,MANF,852,4255,2.246759822,7.13E-142,4.91E-141
chr12,12482867,12483617,peak_7120,172.1261445,-,12482867,12483617,0,1,750,0,MANSC1,54,911,3.952634602,5.33E-53,1.53E-52
chr15,43819054,43819204,peak_7121,32.36966925,+,43819054,43819204,0,1,150,0,MAP1A,16,207,3.107113173,1.56E-10,1.80E-10
chr5,71490091,71490366,peak_7122,67.85410234,+,71490091,71490366,0,1,275,0,MAP1B,83,518,2.533649676,2.29E-21,3.75E-21
chr5,71490741,71490866,peak_7123,46.74321207,+,71490741,71490866,0,1,125,0,MAP1B,98,436,2.020462798,6.25E-15,8.49E-15
chr5,71495066,71495366,peak_7124,89.45433417,+,71495066,71495366,0,1,300,0,MAP1B,137,752,2.343318965,6.23E-28,1.18E-27
chr5,71495541,71495866,peak_7125,91.25372255,+,71495541,71495866,0,1,325,0,MAP1B,212,1022,1.992847949,1.77E-28,3.39E-28
chr5,71499611,71501268,peak_7126,121.6476337,+,71499611,71501268,0,2,"17,358","0,1299",MAP1B,177,984,2.388623178,1.05E-37,2.40E-37
chr19,17837409,17837484,peak_7127,18.71736151,+,17837409,17837484,0,1,75,0,MAP1S,38,211,1.849850877,2.31E-06,2.32E-06
chr19,17837509,17837984,peak_7128,274.3572674,+,17837509,17837984,0,1,475,0,MAP1S,426,2957,2.265273168,6.20E-84,2.57E-83
chr19,17838284,17838884,peak_7129,290.090622,+,17838284,17838884,0,1,600,0,MAP1S,431,3174,2.339250521,1.08E-88,4.72E-88
chr17,21217527,21218027,peak_7130,170.6842644,+,21217527,21218027,0,1,500,0,MAP2K3,320,1975,2.128742433,1.46E-52,4.16E-52
chr17,21218427,21218477,peak_7131,22.89541908,+,21218427,21218477,0,1,50,0,MAP2K3,12,115,3.026415762,1.26E-07,1.28E-07
chr17,12043196,12045358,peak_7132,432.7740427,+,12043196,12045358,0,2,"5,895","0,1267",MAP2K4,242,2535,3.35841127,8.28E-132,5.27E-131
chr17,12046308,12046758,peak_7133,115.3553961,+,12046308,12046758,0,1,450,0,MAP2K4,131,797,2.603435399,8.53E-36,1.88E-35
chr15,67835370,67835420,peak_7134,29.92038176,+,67835370,67835420,0,1,50,0,MAP2K5,128,522,1.463207514,8.79E-10,9.84E-10
chr17,67532286,67537976,peak_7135,52.12772338,+,67532286,67537976,0,2,"15,160","0,5530",MAP2K6,124,520,2.011356787,1.42E-16,2.03E-16
chr19,7977241,7977316,peak_7136,30.48465996,+,7977241,7977316,0,1,75,0,MAP2K7,49,326,2.119819027,5.89E-10,6.66E-10
chr19,7977341,7977391,peak_7137,23.47054321,+,7977341,7977391,0,1,50,0,MAP2K7,27,210,2.297661116,8.39E-08,8.60E-08
chr5,56177626,56178301,peak_7138,268.9207972,+,56177626,56178301,0,1,675,0,MAP3K1,144,1596,3.381414828,2.73E-82,1.11E-81
chr5,56189492,56189717,peak_7139,70.03663106,+,56189492,56189717,0,1,225,0,MAP3K1,22,356,3.906552319,4.97E-22,8.26E-22
chr19,40698150,40704361,peak_7140,94.44708283,+,40698150,40704361,0,2,"470,80","0,6131",MAP3K10,127,944,2.33891704,1.90E-29,3.70E-29
chr19,40720896,40721296,peak_7141,121.8077658,+,40720896,40721296,0,1,400,0,MAP3K10,85,965,2.949177245,9.42E-38,2.15E-37
chr11,65381547,65381720,peak_7142,54.42661344,-,65381547,65381720,0,1,173,0,MAP3K11,62,522,2.479345953,2.83E-17,4.13E-17
chr11,65381347,65381522,peak_7143,48.40636769,-,65381347,65381522,0,1,175,0,MAP3K11,86,550,2.108265353,1.94E-15,2.68E-15
chr11,65365525,65366890,peak_7144,238.3175898,-,65365525,65366890,0,2,"574,26","0,1339",MAP3K11,364,2565,2.275816825,4.95E-73,1.82E-72
chr11,65365225,65365475,peak_7145,58.27859553,-,65365225,65365475,0,1,250,0,MAP3K11,67,527,2.430342838,1.89E-18,2.86E-18
chr17,43363940,43364548,peak_7146,334.2453139,-,43363940,43364548,0,2,"471,29","0,579",MAP3K14,489,3405,2.330609258,4.87E-102,2.41E-101
chr17,43341687,43341962,peak_7147,76.09228995,-,43341687,43341962,0,1,275,0,MAP3K14,308,1311,1.557730459,7.18E-24,1.24E-23
chr17,43341012,43341212,peak_7148,54.69036333,-,43341012,43341212,0,1,200,0,MAP3K14,184,823,1.665428176,2.35E-17,3.44E-17
chr17,43340487,43340762,peak_7149,67.59940406,-,43340487,43340762,0,1,275,0,MAP3K14,110,632,2.237399412,2.74E-21,4.47E-21
chr2,128064994,128066249,peak_7150,258.1585767,-,128064994,128066249,0,2,"386,89","0,1166",MAP3K2,202,1668,3.015982197,4.93E-79,1.93E-78
chr17,61769690,61771594,peak_7151,398.8079626,+,61769690,61771594,0,2,"89,686","0,1218",MAP3K3,386,3476,2.685722316,1.51E-121,8.85E-121
chr17,61773094,61773344,peak_7152,67.77196118,+,61773094,61773344,0,1,250,0,MAP3K3,97,569,2.39100757,2.43E-21,3.97E-21
chr6,161469712,161491640,peak_7153,759.1410693,+,161469712,161491640,0,2,"1299,1","0,21927",MAP3K4,554,4867,3.082610193,2.33E-230,2.99E-229
chr6,161536236,161537958,peak_7154,88.96034362,+,161536236,161537958,0,2,"98,77","0,1645",MAP3K4,84,611,2.772663007,8.79E-28,1.66E-27
chr6,161538008,161538133,peak_7155,71.03046463,+,161538008,161538133,0,1,125,0,MAP3K4,62,472,2.785184182,2.48E-22,4.15E-22
chr6,91225777,91228192,peak_7156,317.6245048,-,91225777,91228192,0,2,"623,27","0,2388",MAP3K7,455,2391,2.452806636,5.15E-97,2.43E-96
chr10,30727880,30736762,peak_7157,146.1760662,+,30727880,30736762,0,2,"323,52","0,8830",MAP3K8,113,905,2.968984293,3.88E-45,9.92E-45
chr10,30749824,30749874,peak_7158,23.99015145,+,30749824,30749874,0,1,50,0,MAP3K8,9,120,3.382705473,5.81E-08,6.00E-08
chr10,30749899,30749949,peak_7159,25.21030817,+,30749899,30749949,0,1,50,0,MAP3K8,14,141,3.019238874,2.46E-08,2.58E-08
chr14,71227869,71267578,peak_7160,53.84152633,-,71227869,71267578,0,2,"30,195","0,39514",MAP3K9,91,465,2.189356658,4.27E-17,6.20E-17
chr14,71196978,71199477,peak_7161,273.9352119,-,71196978,71199477,0,2,"603,222","0,2277",MAP3K9,208,2219,2.911587021,8.32E-84,3.45E-83
chr3,47957765,47958640,peak_7162,Inf,-,47957765,47958640,0,1,875,0,MAP4,3050,15206,2.224113501,0,0
chr3,183534938,183534988,peak_7163,22.14072566,-,183534938,183534988,0,1,50,0,MAP6D1,7,121,3.457867414,2.13E-07,2.16E-07
chr3,183534838,183534888,peak_7164,29.25777875,-,183534838,183534888,0,1,50,0,MAP6D1,14,156,3.18003815,1.40E-09,1.56E-09
chr3,183534213,183534813,peak_7165,135.1277847,-,183534213,183534813,0,1,600,0,MAP6D1,46,716,3.848313822,8.60E-42,2.10E-41
chr6,136665118,136665318,peak_7166,100.4166205,-,136665118,136665318,0,1,200,0,MAP7,338,1092,1.801780093,2.92E-31,5.91E-31
chrX,135313779,135314279,peak_7167,518.7097792,-,135313779,135314279,0,1,500,0,MAP7D3,552,4258,2.64236467,9.19E-158,7.13E-157
chrX,135313077,135313729,peak_7168,62.10053885,-,135313077,135313729,0,2,"48,27","0,625",MAP7D3,245,819,1.630904293,1.30E-19,2.02E-19
chr22,22117021,22117471,peak_7169,321.4282129,-,22117021,22117471,0,1,450,0,MAPK1,548,2730,2.314280737,3.66E-98,1.74E-97
chr22,50702866,50703391,peak_7170,150.7798491,-,50702866,50703391,0,1,525,0,MAPK11,93,1115,3.091372734,1.56E-46,4.08E-46
chr22,50702291,50702491,peak_7171,38.70886778,-,50702291,50702491,0,1,200,0,MAPK11,22,269,3.001956776,1.78E-12,2.23E-12
chr22,50691330,50691905,peak_7172,249.8297236,-,50691330,50691905,0,1,575,0,MAPK12,342,2526,2.393529431,1.62E-76,6.22E-76
chr6,36107104,36107154,peak_7173,26.81737898,+,36107104,36107154,0,1,50,0,MAPK13,21,171,2.675200345,7.89E-09,8.46E-09
chr6,36078221,36078571,peak_7174,79.23586548,+,36078221,36078571,0,1,350,0,MAPK14,81,520,2.68421636,7.94E-25,1.40E-24
chr14,55529353,55531543,peak_7175,Inf,+,55529353,55531543,0,2,"690,210","0,1980",MAPK1IP1L,2027,11462,2.363635635,0,0
chr18,48189528,48190403,peak_7176,261.61727,+,48189528,48190403,0,1,875,0,MAPK4,251,1944,2.786050002,4.44E-80,1.76E-79
chr18,48255735,48255935,peak_7177,37.47030282,+,48255735,48255935,0,1,200,0,MAPK4,30,299,2.692474929,4.26E-12,5.25E-12
chr18,48255960,48256385,peak_7178,106.5594663,+,48255960,48256385,0,1,425,0,MAPK4,70,821,2.988487334,3.99E-33,8.36E-33
chr15,52338038,52339188,peak_7179,Inf,+,52338038,52339188,0,1,1150,0,MAPK6,633,7092,3.459221616,0,0
chr17,19283941,19284966,peak_7180,347.0904918,+,19283941,19284966,0,1,1025,0,MAPK7,261,2692,2.932943774,6.40E-106,3.28E-105
chr17,19285285,19285385,peak_7181,31.48144349,+,19285285,19285385,0,1,100,0,MAPK7,100,465,1.638006715,2.92E-10,3.34E-10
chr16,1819307,1819632,peak_7182,100.42219,+,1819307,1819632,0,1,325,0,MAPK8IP3,123,970,2.421100087,2.91E-31,5.89E-31
chr16,1819857,1820032,peak_7183,34.00614653,+,1819857,1820032,0,1,175,0,MAPK8IP3,137,572,1.495470878,4.90E-11,5.80E-11
chr5,179663144,179663494,peak_7184,242.5161668,-,179663144,179663494,0,1,350,0,MAPK9,330,1901,2.463171589,2.65E-74,9.89E-74
chr9,128283894,128283944,peak_7185,25.96259271,-,128283894,128283944,0,1,50,0,MAPKAP1,9,123,3.491621846,1.44E-08,1.53E-08
chr1,206906013,206906463,peak_7186,438.44335,+,206906013,206906463,0,1,450,0,MAPKAPK2,593,3781,2.482194407,1.61E-133,1.04E-132
chr3,50685475,50685725,peak_7187,79.5583177,+,50685475,50685725,0,1,250,0,MAPKAPK3,243,1062,1.790866915,6.34E-25,1.12E-24
chr15,42115767,42117903,peak_7188,299.0711558,+,42115767,42117903,0,3,"492,86,497","0,914,1639",MAPKBP1,260,2494,2.775107979,2.08E-91,9.35E-91
chr15,42118103,42118553,peak_7189,192.3659876,+,42118103,42118553,0,1,450,0,MAPKBP1,181,1578,2.704354583,3.99E-59,1.24E-58
chr20,31436588,31436638,peak_7190,166.4201748,+,31436588,31436638,0,1,50,0,MAPRE1,602,2043,1.766481202,2.86E-51,7.99E-51
chr20,31436813,31436963,peak_7191,80.35858146,+,31436813,31436963,0,1,150,0,MAPRE1,337,1088,1.666628301,3.62E-25,6.45E-25
chr18,32720277,32720527,peak_7192,75.15785547,+,32720277,32720527,0,1,250,0,MAPRE2,206,911,1.911353216,1.38E-23,2.37E-23
chr1,220986673,220987698,peak_7193,Inf,+,220986673,220987698,0,1,1025,0,MARC1,2047,15080,2.871397582,0,0
chr1,220921675,220921800,peak_7194,33.78731776,+,220921675,220921800,0,1,125,0,MARC2,24,252,2.750405789,5.72E-11,6.75E-11
chr1,220922125,220935005,peak_7195,45.63011607,+,220922125,220935005,0,3,"20,174,6","0,6163,12874",MARC2,106,505,1.977556307,1.37E-14,1.84E-14
chr4,164449749,164449999,peak_7196,59.15452842,-,164449749,164449999,0,1,250,0,1-Mar,33,325,3.18820263,1.02E-18,1.56E-18
chr4,164449549,164449724,peak_7197,38.18252882,-,164449549,164449724,0,1,175,0,1-Mar,23,207,3.089268181,2.57E-12,3.21E-12
chr19,8503323,8503898,peak_7198,181.5890386,+,8503323,8503898,0,1,575,0,2-Mar,175,1380,2.712647601,7.31E-56,2.17E-55
chr10,94110995,94111170,peak_7199,51.4304883,+,94110995,94111170,0,1,175,0,5-Mar,127,483,1.962539699,2.32E-16,3.30E-16
chr5,10433930,10434480,peak_7200,456.3862305,+,10433930,10434480,0,1,550,0,6-Mar,686,3736,2.481375692,6.15E-139,4.11E-138
chr2,160602412,160604529,peak_7201,102.7465222,+,160602412,160604529,0,2,"36,214","0,1903",7-Mar,332,1142,1.808642233,5.73E-32,1.18E-31
chr10,45953616,45954667,peak_7202,357.5112348,-,45953616,45954667,0,2,"375,100","0,951",8-Mar,186,2087,3.422592349,4.54E-109,2.39E-108
chr10,45953491,45953541,peak_7203,29.53184845,-,45953491,45953541,0,1,50,0,8-Mar,22,193,2.842588681,1.16E-09,1.29E-09
chr10,45953041,45953341,peak_7204,80.66294305,-,45953041,45953341,0,1,300,0,8-Mar,98,624,2.513305462,2.92E-25,5.22E-25
chr12,58152021,58153208,peak_7205,677.7589872,+,58152021,58153208,0,2,"62,863","0,324",9-Mar,355,4770,3.340642196,8.62E-206,9.42E-205
chr6,114178526,114178801,peak_7206,255.5512111,+,114178526,114178801,0,1,275,0,MARCKS,247,1880,2.782787197,3.03E-78,1.18E-77
chr6,114181361,114181411,peak_7207,14.48779846,+,114181361,114181411,0,1,50,0,MARCKS,28,152,1.800578048,4.35E-05,4.35E-05
chr6,114181586,114182086,peak_7208,876.4104729,+,114181586,114182086,0,1,500,0,MARCKS,451,5293,3.397089621,9.48E-266,1.49E-264
chr1,32799939,32800289,peak_7209,661.6185679,-,32799939,32800289,0,1,350,0,MARCKSL1,1756,8926,1.939425171,6.46E-201,6.81E-200
chr1,220835248,220835598,peak_7210,109.7873725,+,220835248,220835598,0,1,350,0,MARK1,82,661,2.979448505,4.18E-34,8.93E-34
chr11,63676488,63676788,peak_7211,90.17781236,+,63676488,63676788,0,1,300,0,MARK2,210,1169,1.953821964,3.75E-28,7.14E-28
chr11,63676813,63676863,peak_7212,23.31097472,+,63676813,63676863,0,1,50,0,MARK2,51,276,1.825826821,9.39E-08,9.61E-08
chr14,103958361,103969586,peak_7213,286.9998707,+,103958361,103969586,0,4,"10,27,45,368","0,6477,8131,10857",MARK3,588,2804,2.174757022,9.32E-88,4.02E-87
chr19,45806198,45806448,peak_7214,59.52006525,+,45806198,45806448,0,1,250,0,MARK4,95,676,2.280212735,7.92E-19,1.21E-18
chr12,57881785,57882829,peak_7215,119.75555,+,57881785,57882829,0,2,"197,28","0,1016",MARS,498,2034,1.572241509,3.95E-37,8.91E-37
chr2,198570777,198572052,peak_7216,760.4179425,+,198570777,198572052,0,1,1275,0,MARS2,157,4226,4.585978057,9.60E-231,1.23E-229
chr10,99474339,99474714,peak_7217,162.3788048,+,99474339,99474714,0,1,375,0,MARVELD1,116,1296,2.93388386,4.77E-50,1.32E-49
chr10,99474739,99475089,peak_7218,104.9722531,+,99474739,99475089,0,1,350,0,MARVELD1,167,1021,2.245584047,1.21E-32,2.51E-32
chr10,99475314,99475714,peak_7219,115.6226037,+,99475314,99475714,0,1,400,0,MARVELD1,174,989,2.333680993,7.08E-36,1.56E-35
chr10,99477047,99477872,peak_7220,372.0783373,+,99477047,99477872,0,1,825,0,MARVELD1,375,2838,2.735676617,1.80E-113,9.85E-113
chr5,68715738,68715788,peak_7221,24.07492214,+,68715738,68715788,0,1,50,0,MARVELD2,14,132,2.909950644,5.48E-08,5.66E-08
chr5,68715813,68716163,peak_7222,72.45870922,+,68715813,68716163,0,1,350,0,MARVELD2,12,367,4.755956554,9.13E-23,1.54E-22
chr1,46500433,46501783,peak_7223,425.4838727,+,46500433,46501783,0,1,1350,0,MAST2,813,4918,2.136490483,1.32E-129,8.25E-129
chr19,18260531,18260581,peak_7224,25.21705008,+,18260531,18260581,0,1,50,0,MAST3,46,259,1.976133772,2.45E-08,2.56E-08
chr19,18261331,18261531,peak_7225,85.6583168,+,18261331,18261531,0,1,200,0,MAST3,68,578,2.891449536,8.86E-27,1.64E-26
chr10,27443827,27444002,peak_7226,37.51551193,+,27443827,27444002,0,1,175,0,MASTL,31,251,2.751906088,4.12E-12,5.09E-12
chr10,27458935,27459760,peak_7227,271.6578502,+,27458935,27459760,0,1,825,0,MASTL,340,1941,2.561421244,4.07E-83,1.67E-82
chr10,27459785,27459860,peak_7228,46.70989444,+,27459785,27459860,0,1,75,0,MASTL,121,457,1.897952964,6.40E-15,8.69E-15
chr2,85770797,85771097,peak_7229,561.8405185,+,85770797,85771097,0,1,300,0,MAT2A,1011,5035,2.252591928,8.60E-171,7.40E-170
chr2,85771597,85772397,peak_7230,Inf,+,85771597,85772397,0,1,800,0,MAT2A,1965,13064,2.683385382,0,0
chr19,3777966,3778016,peak_7231,23.63565773,-,3777966,3778016,0,1,50,0,MATK,19,180,2.579344946,7.46E-08,7.67E-08
chr12,7262935,7263837,peak_7232,109.1235822,+,7262935,7263837,0,2,"233,217","0,685",MATL2963,128,798,2.552355795,6.65E-34,1.41E-33
chr12,7268193,7268743,peak_7233,130.0966031,+,7268193,7268743,0,1,550,0,MATL2963,89,825,3.061145512,2.88E-40,6.87E-40
chr12,7271193,7271268,peak_7234,29.96586617,+,7271193,7271268,0,1,75,0,MATL2963,34,209,2.4205715,8.51E-10,9.54E-10
chr2,20205724,20206024,peak_7235,78.60895308,-,20205724,20206024,0,1,300,0,MATN3,70,600,2.725450115,1.23E-24,2.17E-24
chr5,138643296,138643746,peak_7236,Inf,+,138643296,138643746,0,1,450,0,"MATR3,SNHG4",1981,12483,2.607614445,0,0
chr19,19466735,19467360,peak_7237,213.1461123,+,19466735,19467360,0,1,625,0,MAU2,312,2214,2.341459927,2.05E-65,6.86E-65
chr20,3846674,3847124,peak_7238,129.1107603,+,3846674,3847124,0,1,450,0,MAVS,170,1307,2.412209453,5.75E-40,1.36E-39
chr20,3847374,3847449,peak_7239,24.89358299,+,3847374,3847449,0,1,75,0,MAVS,40,257,2.07553925,3.08E-08,3.21E-08
chr20,3854199,3854874,peak_7240,612.0678452,+,3854199,3854874,0,1,675,0,MAVS,350,3642,3.29529424,5.89E-186,5.61E-185
chr20,3855124,3855174,peak_7241,29.85821553,+,3855124,3855174,0,1,50,0,MAVS,62,279,1.980698143,9.18E-10,1.03E-09
chr14,65542933,65543333,peak_7242,266.7736096,-,65542933,65543333,0,1,400,0,MAX,358,2179,2.478834656,1.22E-81,4.93E-81
chr14,65542558,65542908,peak_7243,117.6128234,-,65542558,65542908,0,1,350,0,MAX,174,1039,2.370454712,1.76E-36,3.94E-36
chr16,29817904,29818388,peak_7244,192.6188385,+,29817904,29818388,0,2,"310,90","0,394",MAZ,396,2362,2.109038351,3.34E-59,1.04E-58
chr16,29818813,29819915,peak_7245,Inf,+,29818813,29819915,0,3,"336,64,25","0,737,1077",MAZ,3810,20088,1.874145124,0,0
chr6,74135005,74138460,peak_7246,84.86890519,-,74135005,74138460,0,2,"296,29","0,3426",MB21D1,107,589,2.518057739,1.54E-26,2.83E-26
chr3,192516954,192635433,peak_7247,167.9516492,-,192516954,192635433,0,2,"485,15","0,118464",MB21D2,60,912,3.789759208,9.81E-52,2.76E-51
chr3,192516129,192516829,peak_7248,223.057771,-,192516129,192516829,0,1,700,0,MB21D2,120,1339,3.343407535,2.05E-68,7.13E-68
chr18,47797689,47797889,peak_7249,53.80920568,-,47797689,47797889,0,1,200,0,MBD1,156,640,1.899608882,4.37E-17,6.34E-17
chr18,47795358,47796033,peak_7250,466.5242193,-,47795358,47796033,0,1,675,0,MBD1,221,2717,3.535549248,5.28E-142,3.65E-141
chr18,47793851,47794026,peak_7251,48.081447,-,47793851,47794026,0,1,175,0,MBD1,85,411,2.157931999,2.44E-15,3.36E-15
chr19,1576727,1578102,peak_7252,964.0331736,-,1576727,1578102,0,1,1375,0,MBD3,990,8969,2.646800982,3.52E-292,6.27E-291
chr3,129152784,129156678,peak_7253,Inf,-,129152784,129156678,0,4,"43,75,866,116","0,120,2501,3778",MBD4,947,7773,3.044399402,0,0
chr2,149215930,149216155,peak_7254,48.03496865,+,149215930,149216155,0,1,225,0,MBD5,37,276,2.87193245,2.52E-15,3.47E-15
chr2,149225990,149227090,peak_7255,297.6376686,+,149225990,149227090,0,1,1100,0,MBD5,176,1793,3.260799022,5.65E-91,2.52E-90
chr2,149227190,149227515,peak_7256,83.0786067,+,149227190,149227515,0,1,325,0,MBD5,40,459,3.378924937,5.38E-26,9.79E-26
chr2,149227540,149240688,peak_7257,186.5323473,+,149227540,149240688,0,2,"490,10","0,13138",MBD5,79,1025,3.595620444,2.33E-57,7.05E-57
chr2,149247478,149247653,peak_7258,37.58289538,+,149247478,149247653,0,1,175,0,MBD5,14,185,3.526361692,3.93E-12,4.86E-12
chr2,149247953,149248003,peak_7259,25.25129283,+,149247953,149248003,0,1,50,0,MBD5,5,110,4.148860053,2.39E-08,2.50E-08
chr2,149248028,149248078,peak_7260,27.83254894,+,149248028,149248078,0,1,50,0,MBD5,7,127,3.890293563,3.85E-09,4.18E-09
chr5,89769805,89770255,peak_7261,107.368188,-,89769805,89770255,0,1,450,0,MBLAC2,135,1068,2.423574432,2.27E-33,4.77E-33
chr5,89757044,89769755,peak_7262,148.7636754,-,89757044,89769755,0,2,"325,100","0,12611",MBLAC2,156,1112,2.664550599,6.37E-46,1.65E-45
chr3,151986053,151986303,peak_7263,54.08880865,+,151986053,151986303,0,1,250,0,MBNL1,22,282,3.499801351,3.59E-17,5.22E-17
chr3,151986803,152017540,peak_7264,141.4340867,+,151986803,152017540,0,2,"78,347","0,30390",MBNL1,300,1399,2.125402279,1.06E-43,2.66E-43
chr3,152017565,152017865,peak_7265,84.1844311,+,152017565,152017865,0,1,300,0,MBNL1,334,1103,1.67946896,2.49E-26,4.55E-26
chr3,152175955,152180346,peak_7266,110.1937062,+,152175955,152180346,0,3,"27,75,173","0,1104,4218",MBNL1,286,1146,1.953331729,3.15E-34,6.74E-34
chr3,152182671,152182971,peak_7267,91.60631279,+,152182671,152182971,0,1,300,0,MBNL1,253,927,1.943675155,1.38E-28,2.65E-28
chr13,97874723,97986539,peak_7268,Inf,+,97874723,97986539,0,3,"62,778,10","0,53162,111806",MBNL2,933,8511,3.176094019,0,0
chr13,98043595,98043770,peak_7269,64.00467471,+,98043595,98043770,0,1,175,0,MBNL2,279,898,1.679341712,3.41E-20,5.40E-20
chr6,20102559,20109844,peak_7270,35.5052274,-,20102559,20109844,0,2,"84,16","0,7269",MBOAT1,57,285,2.185383504,1.70E-11,2.05E-11
chr6,20101409,20101934,peak_7271,279.409723,-,20101409,20101934,0,1,525,0,MBOAT1,162,1670,3.28613354,1.83E-85,7.75E-85
chr2,8998625,8999025,peak_7272,120.4899476,-,8998625,8999025,0,1,400,0,MBOAT2,123,805,2.694950695,2.37E-37,5.36E-37
chr18,74728202,74729077,peak_7273,556.6275656,-,74728202,74729077,0,1,875,0,MBP,536,4130,2.764635151,3.23E-169,2.74E-168
chr16,84135244,84150371,peak_7274,325.3106337,-,84135244,84150371,0,2,"468,32","0,15095",MBTPS1,579,2912,2.251701518,2.45E-99,1.18E-98
chr16,84087368,84088018,peak_7275,737.3707471,-,84087368,84088018,0,1,650,0,MBTPS1,734,5282,2.768711453,8.65E-224,1.07E-222
chrX,21896802,21900866,peak_7276,202.7382506,+,21896802,21900866,0,3,"8,76,316","0,2212,3748",MBTPS2,202,1445,2.790369779,2.87E-62,9.33E-62
chrX,21900891,21901041,peak_7277,40.97762397,+,21900891,21901041,0,1,150,0,MBTPS2,63,305,2.275338974,3.59E-13,4.62E-13
chr16,89984786,89985961,peak_7278,298.3692739,+,89984786,89985961,0,1,1175,0,MC1R,250,2521,2.811211603,3.40E-91,1.52E-90
chr16,89986361,89987385,peak_7279,234.8038178,+,89986361,89987385,0,1,1024,0,MC1R,161,1878,3.071395861,5.71E-72,2.07E-71
chr11,119179783,119181141,peak_7280,Inf,-,119179783,119181141,0,2,"842,83","0,1275",MCAM,2661,18198,2.43428462,0,0
chr11,119179233,119179708,peak_7281,516.7006149,-,119179233,119179708,0,1,475,0,MCAM,824,4393,2.348865401,3.71E-157,2.87E-156
